店铺名称,id,店铺图片,店铺电话,一级业态,二级业态,产品服务,店铺评分,人均价格,店铺标签,店铺描述,,,,
LEVI'S,84082,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/7a22ffe0ae6b44d78dc430b55871d5b8_%E9%87%8C%E7%BB%B4%E6%96%AF.png,,购物,服装,"牛仔裤,上衣,裤子,服装配饰,鞋类",3.5,￥1100/人,收录4年好店,LEVI'S家牛仔超绝👍经典501版型永不过时，面料超有质感。店铺风格简约又时尚，装修很有个性。人气单品多到挑花眼，像各种酷炫的牛仔裤，穿上秒变街头潮人。无论你是青春活力的学生党，还是追求个性的上班族，都能在这里找到适合自己的那一款，轻松get时尚感！,,,,
Samsonite新秀丽,84115,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/e1ed1b7be7ad49c0abfc9f250977e420_2dd75d7349e1d64a034d3047dc3b4b9a.jpeg,0371-55686068,购物,箱包,"箱包,旅行箱,背包,手提包,钱包",3.5,￥69/人,收录6年好店,Samsonite新秀丽主打各类高品质箱包👜，店铺风格简约大气。装修特色是宽敞明亮，陈列有序，让人一眼就能找到心仪的款。人气单品超多，像他家的登机箱，轮子顺滑，超耐用。适合经常出行的商务人士，也适合爱旅行的小伙伴🧳。品质超棒，入手不亏，赶紧冲！,,,,
SKECHERS,84072,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b0cf5d1a1810451cad23f1642a52bcd1_eb599447e5918bae048a9e14fff0fa64.jpeg,18703831323,购物,鞋类销售,"运动鞋,休闲鞋,运动服饰,儿童鞋类,运动配件",3.5,￥419/人,收录6年好店,SKECHERS的店铺风格简约又时尚。主打产品超多，运动鞋款式新颖，颜值超高，上脚超舒服，走路都带风！还有各种休闲鞋，适配不同场合。人气单品更是让人爱不释手，像老爹鞋就超火。不管是运动达人，还是日常出行的宝子，都能在这挑到心仪的鞋子，赶紧冲去店里挑一双属于自己的SKECHERS吧！,,,,
ZIOZIA,84126,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/dba753f3faf44847901a58a2c7b12252_29bd75c7798108c236e3078ff50f3d21.jpeg,15890686920,购物,服装,"男装,女装,童装,配饰,鞋履",3.5,￥500/人,收录5年好店,ZIOZIA主打时尚男装，店铺风格超有格调。装修简约大气，陈列超有品味。人气单品超多，像修身西装，剪裁超绝，穿上秒变职场精英；休闲T恤也很赞，面料舒适又百搭。适合追求品质与时尚的型男们。每次逛他家，都能挑到心仪的衣服，轻松get时尚造型，型男们冲就完事儿！,,,,
渔FISHING,83994,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/5291ced407cb4690b205db902aef68a5_c0b8fc12e843afdd513c94cf059a176c.jpeg,13949070317,购物,"鞋类,服装,箱包","渔具,钓鱼服饰,钓鱼鞋,钓鱼包,钓鱼相关配件",3.4,￥1576/人,收录2年好店,渔FISHING一进店，独特的装修风格就爱住了，氛围感拉满。他家主打各种鲜美海货🐟，烹饪得超入味。人气单品更是绝绝子，像招牌海鲜拼盘，丰富又新鲜。不管是海鲜控还是想尝鲜的宝子都超适合来这。食材新鲜，味道超赞，每次来都能享受一场舌尖上的海鲜盛宴，狠狠种草啦！ ,,,,
兰蔻LANCOME,83870,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/0edc3202007649bc9243dfa6cfd28071_d9f959c3b84364d866c946c948229a31.jpeg,(0371) 6329 8373,购物,化妆品,"护肤产品,彩妆产品,香水,美容服务",4.2,￥847/人,收录6年好店,兰蔻一进店，高级感满满✨他家装修超有格调，陈列精致。主打各种护肤美妆好物，像小黑瓶精华，维稳修护超厉害👍口红颜色超正，质地丝滑不拔干。无论是追求精致的上班族💼，还是爱美的小仙女🧚‍♀️，都能在这里找到心头好。每次逛兰蔻，都感觉像在开启一场美丽之旅，忍不住买买买🛍️,,,,
威尔胜Wilson,84943,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/868132f7ac6b4d7980ec138e8d2b9704_a95457805673da038b6efa3dbbe0072e.jpeg,18239991420,购物,运动用品,"运动服装,运动鞋,运动背包,运动护具,运动球类",3.2,￥3260/人,,威尔胜Wilson是运动爱好者的天堂😍。店铺风格简约又时尚，满满运动氛围。主打各种高品质运动装备，像超火的网球拍，手感超棒，控球超稳。还有专业的运动背包🎒，容量大又实用。这里适合热爱运动的宝子们，无论是专业选手还是运动小白，都能找到心仪好物，分分钟让你爱上运动，赶紧冲！,,,,
CONVERSE匡威,84094,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/d5e92af3541b47d1bb45cc0b41fe7359_CONVERSE.jpg,15238616771,购物,运动用品,"运动鞋,运动服饰,休闲鞋,背包,帽子",3.4,￥576/人,收录5年好店,匡威他家风格超酷，装修简约又有潮流感。主打各种经典运动鞋，像 Chuck Taylor All Star 系列，时尚百搭，怎么搭都好看。还有高帮、低帮可选，满足不同需求。人气单品超多，颜色丰富，随便一双都能让你成为街头焦点。不管是学生党还是潮流达人，匡威都能让你轻松拿捏时尚，赶紧冲！,,,,
巴拉巴拉,84897,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/212aae53ac684836bcf56e1b41ca5214_63775a78c92387ec5288aa7a05babde5.jpeg,15238001987,购物,儿童服装,"儿童服装,儿童鞋,儿童配饰,儿童内衣,儿童家居服",3.4,￥164/人,,巴拉巴拉他家风格多样，装修童趣满满，一进去就像走进梦幻童话世界。主打童装，款式超丰富，从日常休闲到时尚潮流，再到甜美公主风，啥风格都有👗。人气单品超多，像可爱的卡通 T 恤、舒适的运动套装等。质量也超棒，孩子穿着舒服又好看😎。不管是追求个性的酷娃，还是软萌甜宝，都能在这里挑到心仪的衣服！,,,,
mini peace,84872,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/eccf00d6e6034ff7a140810048e269ab_XXDVFEEG.jpeg,15803801657,购物,服装,"儿童服装,儿童鞋类,儿童配饰,儿童家居服,儿童羽绒服",3.5,￥384/人,,mini peace店铺装修童趣满满🎈，风格超可爱。他家主打童装👚，衣服设计时尚又舒适。人气单品多多，像小熊印花的T恤，萌趣又百搭。面料亲肤，孩子穿超舒服😌。店员服务也贴心周到。不管是日常出街还是参加活动，他家衣服都能让宝贝成为焦点✨，真的太适合咱可爱的小宝贝们啦！ ,,,,
全棉时代,84887,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/796d37d619264127924629982df4246c_9645741b48baef520f4270a6f2eff7a8.jpeg,18837116135,购物,家居用品,"全棉床上用品,全棉服饰,全棉毛巾,全棉婴儿用品,全棉家居服",4.8,￥292/人,建业凯旋广场购物好评榜第7名,全棉时代主打全棉产品，从床品到服饰，再到各种生活用品，全是柔软舒适的纯棉材质。店铺装修简约又温馨，满满生活气息。人气单品超多，像奈丝公主系列卫生巾，超柔软超好用。还有婴儿纯棉柔巾，给宝宝用超放心。适合追求高品质生活、注重天然材质的宝子们，来这能一站式囤到各种全棉好物！,,,,
UNDER ARMOUR 安德玛,84071,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/65c2acc95fce4927b412542edda7a8d4_5a05b461ff326defa800c9b4efec8e4c.jpeg,13683806713,购物,运动用品,"运动服装,运动鞋,运动背包,运动手套,运动护具",3.5,￥1100/人,正弘中心运动户外人气榜第3名,UNDER ARMOUR安德玛运动风超正，店铺装修简约大气，满满活力感。主打产品科技感十足，像运动紧身衣、跑鞋等，功能性超强。人气单品库里南系列超酷，面料舒适又透气。不管你是健身达人还是日常爱运动的，来这都能挑到超合适的装备，穿上它，运动起来都更带劲啦！,,,,
DIOR,83914,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b2798bfc961b40898dd6973c13772f23_82d696dae65899840cdf76bb9d29eda8.jpeg,37161652977,购物,化妆品,"口红,香水,粉底液,眼影,护肤品",3.8,￥1186/人,收录6年,DIOR一进店就被那高级的装修风格吸引，精致又奢华✨。他家主打各种美妆好物，口红颜色超正，质地丝滑不拔干，上嘴超显气质💋。香水味道独特，喷上瞬间魅力值拉满。人气单品更是多到挑花眼，无论是经典款还是新款，都让人爱不释手。超适合追求时尚、热爱美妆的宝子们，来这逛一圈，绝对能收获满满🛍️。,,,,
Bananain蕉内,84960,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/d47e68b55eb14e7fb76ab500ac504038_587116daf5877bca30d50c9c4a147c3b.jpeg,19059518970,购物,服装,"内衣,家居服,袜子,防晒服,运动服饰",4.8,￥579/人,郑州服饰鞋包好评榜第1名,Bananain蕉内的风格超独特，装修简约又时尚✨。主打产品超实用，像他家的防晒衣，防晒力强还透气，款式也多。还有他家的袜子🧦，各种有趣的设计，舒适又好穿。人气单品超多，不管是日常出街还是运动健身，都能轻松搭配。真的很适合追求品质生活、注重穿搭细节的宝子们，来了就不想走啦😘！,,,,
Oh my head儿童理发,84846,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ca23fbfbc1564b24a5a7326ff7b48181_c%20d.jpeg,13526874857,生活服务,儿童理发,"儿童理发,儿童发型设计,儿童头发护理",4.8,￥94/人,金水区婴幼服务好评榜第3名,Oh my head儿童理发店里装修童趣满满，各种可爱元素，宝宝一进来就超兴奋🥰。发型师超有耐心，会和宝宝耐心沟通，剪出的发型超好看👏。他们家主打儿童专属理发服务，人气单品就是能根据不同宝宝风格设计的个性发型。超适合带宝贝来这儿剪头发，让宝贝开心变帅/美，宝妈们赶紧冲呀💖！,,,,
FILA,84079,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/912000adb4b54a4cb4c8bf7e997eb4b2_f98c10085a0d33204a43c7597202bdd0.jpeg,15939006043,购物,运动品牌,"运动服装,运动鞋,运动背包,运动配饰,运动装备",3.5,￥299/人,金水区运动户外人气榜第9名, FILA店铺风格超有运动时尚感，装修也很亮眼。主打产品涵盖各类运动服饰和鞋子，颜值超高。像老爹鞋就是人气单品，上脚超酷。衣服款式多样，运动休闲风轻松拿捏。无论是运动达人还是时尚爱好者都超适合。穿上 FILA，瞬间感觉自己活力满满，时尚度 up！快来 get 同款吧😎,,,,
速写,84129,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/0aa036070a864644a6ea1e4c1e6d22fc_screenshot-20250521-151741.png,13803818229,生活服务,摄影服务,"婚纱摄影,情侣写真,个人艺术照,家庭合影拍摄,婚礼跟拍服务",3.5,￥849/人,,速写的风格超独特，带着浓浓的时尚感。门店装修简约又大气，很有格调。主打产品超赞，衣服剪裁利落，设计感满满。人气单品那可太多啦，像简约的白 T、个性的牛仔裤，上身超有型。适合追求时尚、喜欢简约风格的宝子们。每次逛都忍不住剁手，穿上它瞬间气场两米八，狠狠爱住！,,,,
Calvin Klein Underwear,83962,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b67e724cb6714bb3aa4dce09a5e22805_51efe85cec7f0733fae844f3c54efa52.jpeg,13592625911,购物,内衣,"男士内裤,女士内裤,儿童内裤",3.6,￥990/人,收录3年好店,Calvin Klein Underwear主打时尚舒适的内衣裤。店铺风格简约大气，装修超有质感。人气单品超多，像经典的CK内裤，款式多样，面料超舒服，上身超自在。还有简约的内衣，设计感满满。超适合追求品质生活、注重穿着体验的宝子们！无论日常出街还是运动健身，穿他家的内衣裤都超合适，赶紧冲！,,,,
The North Face kids 北面童装,84881,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/41610eebf00e48cc8827e14acf9e3bba_b96585613a61a4f2aa44dc9e5fa257a5.jpeg,18937143200,购物,儿童服装,"儿童羽绒服,儿童冲锋衣,儿童运动裤,儿童运动鞋,儿童背包",3.5,￥1098/人,收录5年好店,The North Face kids北面童装店铺风格时尚户外风，装修很有特色，像个小小探险基地。他家主打童装款式多样，品质超棒。人气单品有防风防水的冲锋衣、保暖的羽绒服等。衣服设计贴心，细节满满。很适合爱户外运动的小宝贝们，穿上它，宝贝们能尽情探索大自然，酷帅又保暖，宝妈宝爸们快冲！,,,,
WE11DONE,84850,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/db423622d39d4aa9989476cdb2d7caef_bcfeb02f88cb256bf8b7b2ca00abb824.jpeg,13838107563,购物,服装,"服装,鞋履,配饰,箱包",4.4,￥3000/人,郑州服装热门榜第4名,WE11DONE风格超酷，装修很有个性，一进去就被吸引。主打产品超有设计感，像经典的笑脸 T 恤，穿上秒变时尚焦点。人气单品还有各种潮流牛仔裤，版型绝绝子。适合追求个性、热爱时尚的酷盖们。每次逛都忍不住剁手，在这里能轻松get到独特又潮流的穿搭，快来一起变身时尚达人吧！,,,,
KOLON SPORT,84787,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/51214443f8d2401796f4114e6b50a222_a09638e669460c2c368a26a8b3085f17.jpeg,13783692665,购物,运动户外,"户外服装,户外鞋履,户外背包,户外装备,运动服饰",3.5,￥4300/人,收录2年好店,宝子们，快来看看KOLON SPORT呀！这店风格超赞，充满时尚户外感。装修特色满满，让人一进店就爱了。他家主打户外功能性服饰，像冲锋衣、登山鞋啥的都超棒。人气单品更是多到挑花眼，比如经典的派克大衣，防风又保暖。很适合热爱户外运动、追求品质生活的宝子们，穿上它，你就是户外最靓的仔！😎,,,,
TARANIS泰兰尼斯,84886,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/35a035753f78436e855f9d71d27f5559_d3351e73b44d7fb262864d70107c6692.jpeg,18037698611,购物,鞋类,"儿童鞋靴,童鞋,儿童运动鞋,儿童皮鞋,儿童休闲鞋",4.7,￥537/人,建业凯旋广场服饰鞋包好评榜第1名,TARANIS泰兰尼斯主打童鞋，风格超多样。店铺装修童趣满满，像走进了梦幻童话世界。人气单品超多，比如经典的小白鞋，软乎乎超舒服，宝宝穿上秒变萌娃😜。还有各种机能风鞋子，酷帅又有型。不管你家宝贝是活泼好动还是安静甜美，都能在这里挑到合适的鞋，宝妈们快来给娃安排上呀！,,,,
MCM,83862,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/2abc5c016d194393983935287f6e46b8_13213216.jpg, 0371-61288156,购物,箱包,"背包,手提包,钱包,旅行箱,配饰",3.5,￥5277/人,正弘中心服饰鞋包人气榜第7名,MCM家风格超独特，金属铆钉搭配经典Visetos印花，酷飒又时尚。门店装修超有质感，陈列超吸睛。主打各种包包，像Stark系列双肩包，容量大又好看，背上超显气质。还有经典的波士顿包，精致百搭。不管是学生党还是上班族，都能在这里挑到心仪好物，背上MCM，瞬间提升时尚度✨  。,,,,
陌森Molsion,83759,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c3c717e4c2cb47588d40364ea4de4a6d_ebde9f5eeb79de0c2e87255e5e2356f1.jpeg,15037510093,购物,配饰,"眼镜,太阳镜,光学镜架,镜片,镜盒",4.8,￥614/人,建业凯旋广场购物好评榜第8名,陌森Molsion门店风格超酷炫，装修很有个性，时尚感满满。主打各种潮流眼镜，款式超多。人气单品更是让人眼前一亮，像太阳镜能轻松凹造型，光学镜又超显气质。不管你是时尚弄潮儿，还是日常追求精致的小伙伴，都能在这里找到适合自己的那一款眼镜，戴上瞬间提升魅力值，赶紧冲！ ,,,,
玫珂菲,83760,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/145063a5baf6406db7cb7138db8c50a2_0c0535f5a2d0498813f4f17085101864.jpeg,15238302170,购物,化妆品,"粉底液,粉饼,口红,眼影,腮红",3.4,￥671/人,收录6年好店,玫珂菲可是彩妆界的明星✨。店铺风格简约时尚，装修很有质感。主打产品超厉害，像高清粉底液，遮瑕力强还超服帖。定妆喷雾也是人气爆棚，喷一喷，妆容牢牢扒脸上。适合追求精致妆容的姐妹👩。每次路过都好多人在挑，我试用过一次就爱上了，真的太好用啦，必须种草给大家！ ,,,,
